destination,place_type_searched,place_id,place_name,formatted_address,latitude,longitude,rating,user_rating_count,price_level,google_maps_url,types
"Lisbon, Portugal",bar,ChIJH9GY3X80GQ0R-l0AZvxuxY4,Trombeta Bath,"R. do Trombeta 1C, 1200-471 Lisboa, Portugal",38.7115928,-9.1451207,4.0,624.0,,https://maps.google.com/?cid=10287750954119880186&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, massage, bar, spa, point_of_interest, association_or_organization, service, establishment"
"Lisbon, Portugal",night_club,ChIJS32HK5s0GQ0RC-nnvNbb72c,K Urban Beach Club,"Cais da Viscondessa, 1200-109 Lisboa, Portugal",38.7038144,-9.1554334,3.2,4659.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=7489446420679223563&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, bar, restaurant, food, point_of_interest, establishment"
"Lisbon, Portugal",night_club,ChIJlXe-v4Y0GQ0RXtL3JCvRsQI,Lust in Rio,"R. da Cintura do Porto de Lisboa, 1200-109 Lisboa, Portugal",38.7061037,-9.1498945,3.7,3807.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=194166242187661918&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, cocktail_bar, bar, sports_club, point_of_interest, association_or_organization, establishment"
"Lisbon, Portugal",night_club,ChIJiePPjwo0GQ0RpIQXEz1Gfb4,LuxFrágil,"Av. Infante D. Henrique a Sta Apolónia Cais da Pedra, Armazém A, 1950-376 Lisboa, Portugal",38.7148909,-9.1205341,2.5,3674.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=13726204467422397604&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, bar, concert_hall, live_music_venue, auditorium, event_venue, point_of_interest, establishment"
"Lisbon, Portugal",night_club,ChIJH9GY3X80GQ0R-l0AZvxuxY4,Trombeta Bath,"R. do Trombeta 1C, 1200-471 Lisboa, Portugal",38.7115928,-9.1451207,4.0,624.0,,https://maps.google.com/?cid=10287750954119880186&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, massage, bar, spa, point_of_interest, association_or_organization, service, establishment"
"Lisbon, Portugal",night_club,ChIJQ7nwnX00GQ0RuvBDPFlCpgs,Lisboa Rio,"Cais do Gás 14, 1200-109 Lisboa, Portugal",38.7052687,-9.144682399999999,3.3,1737.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=839431331581784250&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, restaurant, food, point_of_interest, establishment"
"Lisbon, Portugal",night_club,ChIJ-3AKD6M0GQ0Rp3riMxSd3Co,Dock's Club,"R. da Cintura do Porto de Lisboa Edif., 226 Arm. H, 1300-501 Lisboa, Portugal",38.7030761,-9.1665663,3.9,1355.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=3088516154564704935&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, bar, live_music_venue, event_venue, restaurant, food, point_of_interest, establishment"
"Lisbon, Portugal",night_club,ChIJyyGMB4AzGQ0Rlu1p2HzWE0Y,Cheers Irish Pub,"R. da Atalaia 126, 1200-043 Lisboa, Portugal",38.712896,-9.145011,4.3,2313.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=5049615438907567510&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"irish_pub, sports_bar, night_club, karaoke, pub, bar, live_music_venue, event_venue, restaurant, food, point_of_interest, establishment"
"Lisbon, Portugal",night_club,ChIJa_1gcoc0GQ0RUtEx71nryPU,Titanic Sur Mer,"Cais do Gás, R. da Cintura do Porto de Lisboa, 1200-109 Lisboa, Portugal",38.7052698,-9.1470433,4.1,1999.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=17710664306132111698&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, night_club, snack_bar, meal_takeaway, restaurant, food, point_of_interest, establishment"
"Lisbon, Portugal",night_club,ChIJ7bnTB3wzGQ0RjWJHxuP0B-4,Trumps,"R. da Imprensa Nacional 104B, 1250-127 Lisboa, Portugal",38.7173891,-9.1517997,4.2,948.0,,https://maps.google.com/?cid=17151946964985143949&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, association_or_organization, establishment"
"Lisbon, Portugal",night_club,ChIJ9w2S0n00GQ0RopeOF-5BRUI,Jamaica,"Cais do Gás 1, 1200-109 Lisboa, Portugal",38.7053888,-9.1467954,3.7,479.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=4775295470749521826&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Lisbon, Portugal",night_club,ChIJeT96-H80GQ0RHTZu9iW5NZE,Turma Académica de Lisboa,"Tv. dos Inglesinhos 50, 1200-223 Lisboa, Portugal",38.712845699999995,-9.146386399999999,3.6,931.0,,https://maps.google.com/?cid=10463472881964561949&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, night_club, bar, food, point_of_interest, establishment"
"Lisbon, Portugal",night_club,ChIJxcc6Z34zGQ0RIMDHDlBsJhY,Finalmente Club,"R. da Palmeira 38 R/C, 1200-313 Lisboa, Portugal",38.7147759,-9.149862299999999,4.1,650.0,PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=1596082209050574880&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, gastropub, cocktail_bar, bar, event_venue, restaurant, food, point_of_interest, establishment"
